HEADING,BODY,CATEGORY
BJP spokesperson Sambit Patra's family comes to meet him in newsroom after he fails to return home for a week,"BJP spokesperson Sambit Patra had an emotional reunion with his family after they turned up at the newsroom of a local media house. Sources say that it was a desperate attempt by the family after Sambit failed to return home for a week.
Dubbed as a permanent fixture on news debates, Sambit has been hopping across newsrooms to represent BJP, which has led to some anxious moments for his family. There was a thought of lodging a missing person complaint at the local police station. But then someone suggested that we check out the local news studio.
“We don’t get to see him for weeks. Sometimes he doesn’t pick up our calls. So we thought of coming to the news studio to get a glimpse. His aunt has even prepared his favorite dish, which hopefully we will all sit together and have,” said a cousin.
Family members have made attempts to get close to Mr. Patra on earlier occasions  too. Once, his uncle turned up as panelist on the debate to have a conversation with him. Others have been sending him messages through Arnab.
“Even when he is at home he is in the ‘debate mode’. Most of the time with his hand raised and saying ‘allow me to speak’. That too when no one is interrupting him,” Sambit’s maternal uncle said with concern.
In his defence Sambit Patra said that with so many news channels, his job as a spokesperson is not easy.
But his family is not having any of his excuses and is now planning to construct a newsroom inside their house and invite Sambit as a panelist to somehow get him to return home.",MEDIA
"Hearing loud noise neighbors call cops suspecting domestic violence, later find family watching Arnab’s debate","Bengaluru: Prakash and Richa who recently returned from UK called Police helpline after they heard loud noise from their neighbor’s house. Much to the embarrassment of Prakash and Richa, Police patrolling team after knocking on the neighbor’s door found the family happily enjoying when republic TV’s flagship program ‘The Debate with Arnab Goswami’ was running in the background.
“Itna noise sun ke mein ghabara gayee, that’s when I called Prakash”, said Richa who returned to India last weekend after spending more than twenty years with her hubby.
“I thought it is my responsibility to inform Police. Someone with a male voice was screaming “I won’t let you go on this right now, now tell me, you want to make a damn personal comment on me, show me the proof …, you cannot make a comment like this and get away’. To my balcony this man’s voice was coming loud and clear, others what were they speaking I was not getting as they were speaking at the same time”, said Prakash.
Prakash did not know the man who on live TV was ‘teaching’ one his panelist about his integrity was none other than Mr. Arnab Goswami, the man who is helping many ENT specialists to run their clinics successfully in India.
Prakash and Sarita who were planning to go out of town on a long weekend were not getting a reliable security guard to look after their house. When Prakash talked to Sujith, one of his office colleague about it, Sujith said, “Arre bhai, Arnab ka show ko tata sky pe recording kar,  aur repeat mein play kar raat bhar. Forget thieves even mosquitos won’t come near your house. Mein honeymoon pe aisse hi gaya tha recently. Bahut kaam ka cheez hai, debate with Arnab show”.",MEDIA
Indian girl with CWG gold questions journalists who didn't ask mandatory question 'when are you settling down?',"New Delhi: Indian girls who brought so much glory for India in the recently concluded common wealth games were bugged by questions by media people they were not prepared for. While meeting the press upon their arrival at Indira Gandhi international airport from Australia, many felt media was asking them ‘out of syllabus’ questions.
“None of us who are ‘still’ unmarried got questions like, when are you getting married, when and where you are going to settle down? Even my married colleagues were not asked basic questions like when they are going to start family”, said Renu Yadav one of the gold medal winner in the event.
Renu added, “These are the questions I was preparing for last three days by going through different interviews available in YouTube. It seems all my effort has gone waste”.
One journalist asked her how many hours of practice do you every day. How many kilograms do you lift. When Renu told 60 kilograms in gym, the journalist was surprised.
Renu quickly clarified she is not a weight lifter, she is a wrestler who won a gold medal last week. Journalist apologized saying, except men’s cricket team members, all other sportspersons look same for her”.
While the press conference was on-going, an IPL team made a brief stopover at the airport on their way to Jaipur. Seeing the familiar faces, most of the journalists ran towards the players and coach to get some material for their respective news channels.
The journalist for whom all non-cricketing sportspersons look the same said, “Actually my sources in BCCI pointed out the IPL team will be here any time after 10 AM. As their flight got delayed, bore ho rahi thi, that’s why I attended this common wealth games medalists press conference. By the way who will remember these sportspersons who come to our notice once in four years. Look at our cricketers, always in news. Public loves them so much they know their pet names as well as their pet’s names”.",MEDIA
News channel using man from North East Delhi as expert for debate on elections in North East India,"New Delhi: In a historic day for Indian media, North East India dominated the news cycle the entire day. Counting of votes for Nagaland, Meghalaya and Tripura assembly elections managed to do what even massive flooding of some states in that part of India never could, force news channels to cover North East India. However, this led to a unique problem for news channels, they had to bring in experts from North East India to discuss the results and they were not readily available in Delhi.
While some news channels stuck to their regular panel which debates everything from weddings of celebrities to Nuclear power to space travel, some invited the first 5 people from North East that they could find in Delhi. However, one news channel decided to invite a resident of Dilshad Garden in North East Delhi to discuss the election results.
Explaining the decision, the chief editor said ,”Delhi is India and India is Delhi so it doesn’t really matter if the person is from Dilshad Garden or Agartala. Important thing is that like a responsible news channel, we gave representation to North East. Tyranny of distance may stop us from fully covering that part of India but we still managed to do the best that we could.”
Recalling his experience in the debate, the noted ‘expert’ said ,”It was very easy to contribute to the discussion despite knowing nothing about Tripura, Meghalaya and Nagaland. I just had to say some party’s name loudly and then others in the panel cut me off and started shouting. I really should think about becoming a full time panellist on these shows.”
Meanwhile, crew of a news channel reached Mizoram to cover these assembly elections where they were shocked to learn that no elections are taking place and they have reached the wrong state.",MEDIA
Indian woman marries Pakistani man Arnab Goswami airs black screen to condemn situation,"It was a usual, noisy weeknight until Republic TV co-founder Arnab Goswami decided to turn the tide by airing a black screen. Reportedly, the unprincipled showman masquerading as a journalist aired the black screen to condemn a marriage between an Indian woman and a Pakistani man.
An upset Goswami, who has maintained a stiff stand against Pakistan, shouted that the woman is ‘anti-national’ while airing the black screen.
Earlier, journalist Ravish Kumar had aired a black screen during his show to condemn Indian news channels’ sorry reportage of the JNU sloganeering incident. However, Goswami chose to air the black screen to denounce the growing harmony between the neighbouring nations. On the other hand, Ravish ran a black screen to condemn Goswami’s uncalled decision to run the black screen.
Many Ravish fans have reportedly forgotten the journalist’s appearance after his frequent stints of airing a black screen. “In the last two years, watching Ravish’s show feels like listening to the radio. The last time I saw him on air, he had black hair. I no more know how he looks, all thanks to the radio broadcasts,” said a fan, who claimed to watch news over Arnab Goswami’s channel.
A raging Goswami also wrote to the External Affairs Ministry to divorce the newly-married couple. While blaming the ISI for the cross-border affair, Goswami, in his letter to the ministry, shouted, “THIS IS UNACCEPTABLE. THIS LOVE JIHAD, AND NOT FACTORS LIKE GST AND DEMONETISATION, HAS AFFECTED THE ECONOMY ADVERSELY. I REQUEST MY GOVERNMENT TO BRING BACK THE WOMAN TO INDIA. IF SHE DOESN’T COME BACK, PM NARENDRA MODI MUST DECLARE A WAR ON PAKISTAN; HE HAS MY CONSENT TO DO SO.”
The Narendra Modi-led NDA government released a press statement in wake of the appeal made by Goswami. “Our government has been working to extradite fugitives like Vijay Mallya and Modi (Nirav) since 2014. However, extradition of the woman looks comparatively simpler, and we must accomplish it soon. It will also form our agenda for the 2019 Loksabha Elections, alongside Ram Mandir,” read the statement.",MEDIA
RJ loses job after playing two songs without any ad break in-between,"Intolerance is indeed rising in India. No we do not mean religious intolerance but intolerance at work. People are being fired for all petty reasons. It was just last week when an RJ was fired from a famous radio station simply because he played two songs without break.
Kashish Bhardwaj Aka RJ Kash lost his job in Radio Mirchi after he played 2 songs consecutively without any Ad break. He was fired immediately after the incident that took place last Wednesday.
We talked to his boss and also Radio Mirchi Delhi’s manager Mr Gautam Chabra. Mr Chabra said, “Kash was a hardworking boy, but some rules are not meant to be broken. Advertisements are what we live for and no RJ can play two songs consecutively without break. We just can’t let our audience enjoy the songs one after the other, unless of course it’s midnight or a 4 AM FM show. This is the golden rule of all radio channels. Kash broke it and hence faced the consequences.”
We also talked to the victim Kashish who is now looking for other opportunities. Kash said, “I have been working in the Radio industry for 7 years. This is the first time when I got fired from a radio channel. These people are obsessed with advertisements. I understand their norms and rules but I was helpless as the song before the ad break was ‘Selfie of Dhinchak Pooja’. The song was so torturing that I closed my ears and didn’t notice when it ended and the new song began. They should reconsider my case or fire the person who put that song of Dhinchak Pooja in the playlist.”
This is not the first time such an incident has taken place regarding Radio advertisements. 5 years ago, an RJ was awarded promotion when he played an advertisement in between a song. Later he went on to become the CEO of that Radio channel.
In the dying culture of Radio (thanks to MP3 players and other song applications) a listener just wants to listen to songs with less ad breaks while driving. But Radio channels can’t even do that job perfectly. And when someone tries to break the shackles he is removed for that act. As they say you either die a hero or live long enough to see yourself become the villain.",MEDIA
5 Indian journalists arrested by Dubai Police for irritating policemen on duty,"Dubai: Ever since the news of Sridevi’s unfortunate death broke, several Indian journalists have been hounding the Dubai police for updates related to the case. In their quest to get more details from the police, 5 journalists went a step too far and have ended up in Bur Dubai police station’s lock up. Dubai police has said that these journalists were constantly irritating their officers and were stopping the policemen from carrying out their regular duties.
While some journalists were patiently waiting for updates on the autopsy, these journalists entered the police station and refused to leave till they got the latest updates. One of them even brought a bathtub inside the police station and started asking the officers if it was the same size as the bathtub in Sridevi’s hotel room. Another one, entered the bathroom inside the police station and started checking for bathtubs. After ignoring these antics for two days, Dubai police finally decided to arrest them to stop the chaos inside their police station.
As per media sources, these journalists were instructed by their editors that unless they get an exclusive detail unavailable to other channels, their return ticket to India won’t be paid by the media houses. This led to desperation and these journalists went overboard.
As per reports, all these journalists tried to tweet to EAM Sushma Swaraj before the arrest to get some help but all of them were blocked by Sushma Ji and the message didn’t reach her.",MEDIA
Politician sets up debate with a photo of Arnab Goswami to get some time to speak,"Anyone who is well versed with news or watches news channels knows who Arnab Goswami is. Arnab Goswami, an Ex- Times Now Journalist and current Editor of Republic TV, shot to fame with his New Hour Debate on Times Now.
With that show, he became famous, rather infamous, for his bold and audacious style of debating. He didn’t let anyone speak for more than a minute and asked hard hitting questions ferociously. Fearing this, Mumbai politician Ajay Gawade has set up a debate with a photo of Arnab Goswami in an attempt to get some time to speak.
This move didn’t come shocking to his party as his party believes that this is the only way a sane person can have a fruitful and wholesome debate with Arnab Goswami. We interviewed Mr. Gawade and here’s what he had to say.
“See before I made this decision, I had done my full home work. I have watched every debate of Arnab Goswami. In an interview of 60 minutes, Arnab speaks for an average 56.5 minutes while the interviewee gets to speak only for about 3.5 minutes. Just imagine getting to speak three and a half minutes in an hour long interview. What could you speak in 3.5 minutes? How would you present your view? The interview would then steer in Arnab’s direction and the only perception people would get about you from the interview would be dependent on the direction Arnab takes the interview in. So when I was approached by Republic TV for an interview with Arnab, I consulted with my party members and we unanimously reached a decision to set up a debate with a photo of Arnab rather than real-life Arnab,” he said.
Ajay Gawade further adds how he has been practicing for the debate, “See that podium? I have kept Arnab’s photo there. The expression on the face seems to change every time I look at it. See, when I was talking to the photo about my work as a politician, the photo had a sarcastic grin on the face. When I told Arnab’s photo to shut up and to not interrupt me in between, the face in the photo seemed turning red with anger. It’s almost like the photo is still talking to me the same way Arnab would.”
However, bizarre this may sound, but this debate would sure turn out to be one of its kinds. Catch the whole human-photo debate on Republic TV at sharp 9 p.m. on Saturday.",MEDIA
Taimur Ali Khan requests Virat-Anushka to give 'good news' soon to reduce the number of journalists following him,"Mumbai- Ever since he was born, Taimur Ali Khan has been making news every day. Whether it was his name, his smile, his sleep, his yawn, his vaccination, his milk bottle or even his diaper, journalists have been covering him more diligently than a Parliament session. Now he has had enough of all these journalists and want some privacy in his life. To get some journalists out of his life, he has now requested India’s most loved couple ‘Virushka’ to have a baby soon so that some journalists start covering every aspect of his life.
During the past year, only relaxed week away from the spotlight that Taimur had was when Virat and Anushka got married. All the leading journalists were busy covering him, giving him some privacy. That gave him the idea on how to reduce media coverage of his activities and he sent the request to both Virat Kohli and Anushka Sharma. Virat is currently busy playing the Test series in South Africa and hasn’t responded to Taimur’s request.
As per a family insider, things were fine till they were reporting on his smile or face or sleep but when they didn’t even leave his diaper alone that he said enough is enough and this has to stop. Since reporters were unlikely to hear his plea, he took this option of approaching Virushka.
Meanwhile, several reporters outside Taimur’s residence were seen debating who will be the first one among them to get as Pulitzer Prize for excellent reporting on Taimur.",MEDIA
Pronouncing uncomfortably,"Why do we falter in pronouncing correctly over and over again? We embarrass others when the wrong tone of voice sprouts from our oral cavity. Even the Americans were not wholly perfect in this field of study. Pronouncing Nepal as ‘nipple’ and Burma as ‘button’, once Donald Trump, the American president, has changed originality in the name.
Though his aides corrected him, it was in a very firm strength of mind he would have made such mispronunciations. The name of Burma has changed into Myanmar; he picked both the names up in turn ineptly. It was grateful that he did not express each one’s quality.
If it was a mispronunciation on his part, he need not be too snobbish about it. However, his aides accepted that the mistake was the result of mispronunciations. Although the English Bard, William Shakespeare writes: What is in a name? Yet badly pronounced words were still derided.
Neither the Englishmen nor the Americans can escape from the use of distorted names for the South Asians. We typically find how the British changed the very originality of names in India. Examples abound in this regard.
Certain city names like Dacca, Bombay, Bangalore, Madras, Calcutta, and Pondicherry were different from its original accent. They pronounced it differently so spelt it in their own capable way. It someway created confusion and showed mockery.
What was wrongly perfect for them appeared odd in the indigenous tongue. Those entire names have now been changed into its original accent. If we see names like Lucknow, Cawnpore, and Varanasi, we shall quickly find the bare differentiation.
Correct cadence stood altered by the wrong pronunciation. They could feel the weight of incorrect words and could tell that it was even more unlikeable. However, there was a silver lining too when we happen to spot on some names as Allahabad in right pronunciation.",MEDIA
Modi is anti Dalit: Punya Prasoon Vajpaaye,"Our reporter, Narendra, got an opportunity to talk to Punya Prasoon Vaajpaaye who recently resigned from ABP news channel. Mr. PP told our reporter that he is being targetted by Modi because of his Dalit background.
Mr. PP told us the story of his struggle he had to go through to reach this success today. The story of how he used to stay till late night to interview villagers of India, twist what was said and then give the finishing touch to the story followed by finding anti Modi people to debate on prime time.
How hard he had to work for Sonia Gandhies to approve his work. It took him 4 years of fear mongering among muslims about Modi to become a member of Lutyen gang. And now Mr. PM has destroyed all that.
Mr. PP says his struggle in journalism has taught him to be brave and he will continue to serve his country as Ghandy are the people who made India even more developed and richer than other countries which got freedom during same time. Countries like Singapore and South Korea are hardly bettern than a dustbin while India is shining. All this to the fake Gandhis.
Mr. PP told our reporter the lady who said good things about modi was paid money to do so and this is how her income got double in very short period of time.
He also told us that he is an unbiased journalist which is evident from his reports against Sonia gandhi. In fact, he was so against Sonia that she never gave him an interview. He only had to go to her house to collect the monthly cheque.
According to Punya prasoon country is moving towards becoming very intolerant. He is afraid if Hindu population increases beyond 50% of total population, then India will have a situation like Seria because of intolerant nature of Hindus which is evident from the past 1300 years of history of hindu mindset.
We hope that PM understand the pain of this Dalit journalist and stop harassing him. He is doing nothing bad, just earning good fortune for himself. Besides It has always been considered a good thing for one to stay loyal to his/her master.",MEDIA
Enjoy fight scene on the TV,"We used to observe fight scene on a boxing ring or movies but the venue seemed to have been shifted now. It was apparent from the recent days fight in a TV studio. It was a fight between man and woman. The first spell of the slap was delivered by a woman and afterwards, the volleys of slaps were started showering from an angry man. The fight scenes were easily available on the news channels.
The educated gentry wanted air-conditioned dust-free space for the fierce fight. The traditional clay courts for showing physical fitness were no longer wanted by the human beings. The exchange of slaps between two mature people was surely extremes of too much. The guests were shifting towards physical aggression. There is everything going on in the name of political discussion. Discussion amid pressure, intensity, adverse responding was culminating into slapping audacity. Arguments were attracting cuff took us towards a new direction. The educated people were entangling into not only a verbal fight but also physical spar. The clamour that grew over some particular issue during TV debates permitted the political motive. The participants exploded with the complete contradiction of the balancing conversation.
A confrontational situation permeated and there was slapping, crying and shouting. The hot arguments aggravated into rather nasty. The politicians remain seated on the chairs for spreading their party views in every possible way which in turn usually strokes more excited disagreement. Who was more responsible for the fight? One communist party leader even said that a Maulana had been made villain needlessly while the woman slapped him first. The politicians comprehend the purpose of such noise that usually fulfilled and gratified the objectives.
However, unlike every unacceptable tendency, it was least acceptable to the viewers. There was an awful, unpleasant situation which stoked up disdain.",MEDIA
UP girls' grits gather glare,"Uttar Pradesh remained a focal centre of media attention owing to two different occasions. At both the places, the girls played the key role. One pair of sisters invoked the rain-god for the monsoon in Jhansi, while another duo swayed the listless district administrative authorities in Bhadohi.
If the two sisters in a village of Jhansi ploughed the dry barren field for the much-sought rainfall, another two sisters saddened with their father’s death in police lock-up forcibly raised their voice for justice in Bhadohi.
In Jhansi, two sisters were ploughing the desolate field with the sole purpose of soothing the unhappy rain-god. Their small village did not receive the essential requirement of the rainfall in the past about five years so they had taken the big task of the hard labour.
Adequate rainwater in the arid region was certainly required. “My sister and I have started ploughing the field so that we can appease the rain-god Indra for invoking the blessings upon us. It can also help us have a good harvest even,” said the elder sister with optimism. While in Bhadohi two sisters persuaded the administrative authorities for the justice against their father’s sudden death allegedly at the police station lately. The sisters started wailing and crying and not willing to wait for more time. They were in a deep shock.
They were not in any way accepting a lot of divergences but they visualised value in remaining true to themselves. Upon reflection, they realised they have lost their father who was the only earner for the poor family.
Their deeply complaining pale expressions whined their oral aggravations while stroking their chests. The district administration lastly came into action and treated their screams with more gravity. Their complaint was not neglected as the action against the police was taken.",MEDIA
Our politicians are always wise,"Putting Indians intellectually inferior must not even have been challenging and slow on the uptake for a famed person like Albert Einstein. He had been of the opinion that the Indians were rationally poorer.
This point was lately reported by India Today on the basis of the evidence of the journals containing the scientist’s views. Just the same observation was grasped when we read about our politicians who remained sometimes to be lesser qualified than the Chinese leaders who were plainly doctors and engineers.
Our politicians are usually not as much qualified but their minds run meticulously fast. They used to think ostensibly better than other countries’ political leaders.
It did not matter whether they possessed a degree of excellence or not for holding very important portfolios like the education or the HRD ministry.
What they more often perfectly enjoyed was their ability to completely grasp the public exact mood or temper. It is because of this very equability they succeed in motivating the common public to pander to the difficult posturing of Sheershasana, a form of Indian yoga.
Though this exercise is widely followed on one particular day, they were determined to make it a routine practice. When one comes into that specific posture, everything looks better, charming and brighter.
Upon settling on such pose, what is left to concentrate upon was securing a mantra for keeping ourselves comfortable for the rest of our lives. Besides, the urge to feel something relaxed after so many tensed feelings surmount us for a long duration.
\Following relaxation, the feeling of power and conquest become almost bearable. What one attains consequently was good and fresh thoughts which start emerging within the stress-free body. Everyone was ready to make the one-day memorable exercise a great event in one’s whole length of mundane life.",MEDIA
Comedian's agony or hilarity!,"Comedian even searches comic content in own being. Agonizingly the famous stand-up comedian Bharti who surely adorns the status of modern-day Hardy in the world of laughter recently said in her interview of her mother’s desire who once thought of aborting her owing to some kind of financial situation. Nevertheless, she later decided against it. By revealing such secret she wanted to let her fans cry as they were used to laugh at her funny jokes.
If we take the situation differently, we could by all accounts say in a lighter vein that the size and weight she carries presently with her constitution might have possibly let her mother reject her baby for a split of the second. Her wider dimension likens her with the American comedian Hardy.
But how could she decide to detach her own baby of whatever size, colour or countenance? It would never be tolerable for an affectionate, caring mother to discard the newborn at any cost. And so she came into this world to laugh the mankind by her funny jokes. Now, her mother takes pride in her talent.
She admitted, “My mother wanted to abort me due to our financial condition, but she later decided. Today she is very proud of me.” It is a very cognisant or conscious effort and to select to stay, to fight, and love, no matter what happens, is love and only tender love. Her words remain compounded with hilarious contents. Is it not containing some kind of hilarity when she has made known to us of her mother’s ultimate vital choice?
It is impossible to go back once you come together with the one who is your mother. She is a manifestation of her mother and this reflection only reflects because of the whole connection. It is never void.",MEDIA
Women's representation in judiciary,"India stands far behind to Canada, Norway & Germany in women’s representation in the judiciary. It cannot be overlooked. It is even comparable with the statistics. It is really rare for two women to be SC judges presently.
When will India stand with countries like Norway and Germany in terms of the women judges’ representation at the topmost Court? According to a statistics, only seven women judges have reached the Supreme Court of India in 70 years of independent India.
In both the European countries, we find the number much higher than the Indian place. As many as seven judges were holding the top constitutional courts in Norway and Germany respectively. Canada is a country where 4 lady judges were rendering their services.
Quite the opposite, only two lady judges were sitting in the Supreme Court of India. This shows their number quite low with 8 percent. Norway holds 35 percent and Germany holds 43.8 percent representation in the top judiciary.
The judges’ numeral in the Supreme Court has risen to twenty-five following the inclusion of Justice Indu Malhotra. With her final addition in the list of the apex court judges, she directly becomes the second serving female judge of the country’s topmost Court of Justice. Thus, she and Justice R Banumathi are the two women judges currently.
Born in Bangalore in the year of 1956, the 62-year-old Justice Indu Malhotra is now the seventh woman judge of the Supreme Court after Justice Fatima Bibi, Justice Sujata V Manohar, Justice Ruma Pal, Justice Gyan Sudha Misra, Justice Ranjana Prakash Desai and Justice R Banumathi respectively.
The Supreme Court has plainly sanctioned post of thirty-one judges. Approved strength is still short of as many as six judges. It can be the subject of reasonable discussion. “Law is like a jealous mistress,” said an advocate who is elevated as a judge.",MEDIA
BSY's throw brought smile,"What Yeddyurappa finished was not done by Amit Shah. Nothing matters but the facts, said Black Edwards, American film-maker. The fact was that both the leading leaders, one party president and another CM candidate approached Lord Basveshwar’s to seek blessings in Bangalore. Both smiled and garlanded the decorated deity in their respective styles. The end result was something barbed leading them to presume strange experience.
On account of the deity’s height at a taller level, the BJP Chief Amit Shah mounted on the winch to place the wreath into the idol’s neck. But his direct throw was not proved effectual at the time. He threw very wreath from a certain distance but it did not fit exactly and fell down on the ground.
While on the other hand, BS Yeddyurappa’s fling remained accurate and well-timed. He was also present to garland the deity. They observed at garlanding of the idol but none appeared to have spoken any word.
The BJP chief would have disappointed but Yeddyurappa felt a whole stronger. His smile seemed to have indicated that feeling at the moment. It can’t be denied that the Congress and the BJP were frantically aiming at getting electoral triumph in the state. Both the parties were trying to gain victory in the assembly elections.
If that kind of success he secured was from the idol’s blessings, it became a matter of great satisfaction. The deity was worshipped by the Lingayat community. His smile seemed to have indicated that unique feeling at the moment. Who was proved luckier? Of course, it was BSY who got success in garlanding the idol after the blessings.It was also conceived as a good sign.
The politician must have been elated at the wonderful completion of wreathing the idol.Politicians do seek celestial blessings at the poll time.",MEDIA
Manjhi vents ire at Dalits' torture,"Dalits are at the centre of news these days. The politicians supporting their causes have become quite vocal at present for they know that their politics will shine behind their issues.
Sometimes, Mayawati speaks in their support in Uttar Pradesh while at another occasion Jiten Ram Manjhi raises the voice in support of the Dalits in Bihar. Both of them were up in arms against the ruling government either at the state or the centre over the Dalits’ harassment.
If one leader emphasises on disdain of the Ambedkar’s ideals in one state, the other leader resents strongly at the Dalits’ maltreatment in the name of prohibition in another adjacent state. Their voices were certainly held importance for they were determined to represent the causes of the down-trodden people.
Jiten Ram Manjhi, president of National Awami Party realised of Nitish Kumar, Bihar chief minister with a hint of discomfiture. He was criticising him for the pesky attitude towards the Dalits in the name of prohibition. With a jolt of his own displeasure, he warned the Bihar government not to torture the Dalits on the pretext of imposing liquor laws sternly.
He said, “More than 1 lakh people were presently in jail in the cases related to the liquor and majority of them were from the oppressed & poor Dalit community.”
Manjhi was too vocal to flay the different attitude in conducting the test of the boozers. The Dalits were put behind the bar while the administrative personalities were not being touched upon. He said that the bureaucrats and senior officials were consuming liquors freely despite being liquor law in place.
He even challenged the state govt for not conducting breath analyser test on ministers and other bureaucrats. If that was done the reality behind the prohibition would surely be exposed, he stressed upon.",MEDIA
Offending photo irks examinee,"An offending picture on the admit card jolts examinee just a day before the start of the examinations. She beseeched the authorities concerned to issue an admit card with her genuine photo. It was not the first case of its kind as a similar thing had emerged six months ago.
We used to grumble at the unexpected change in our photos on the voter’s identity card. But now on a different experience has come to pass with the applicant’s photo. An examinee of Bihar’s L N Mithila University has received her admit card bearing a woman’s picture in the lingerie.
This was quite embarrassing for the girl student appearing at the graduation level part-3 examinations. It was nothing but an unpleasant incident in the unending darkness. When she was grappling with the exam-time anxiety that kind of sudden alteration her admit card photo brought her in an intrinsically weak position.
Being a Home science (Honours) student of SMJ College at Khadejih in Madhubani, about 145 km away from Patna she lodged her formal complaint with the LNM University authorities pleading for a fresh admit card carrying her photo.
She was definitely shocked to see the offending picture. It
At the first instance, the college administration cleared that whatever irregularities were informed had not been done at its level as all the examination related issues were dealt by the university online.
There also came clearance from the university’s examination controller over the mistake though he in his orders directed to immediately change the picture with that of the examinee.
All the onus of that erroneous act was fallen on the agency which was roped in to issue admit card online. A written clarification was also sought from the agency concerned. This blunder was caused due to some grave lapse at a level.",MEDIA
"Arnab Goswami snubs Amit Malviya, says only he has the authority to announce election dates before EC","The Special Magistrate in the Indian news media, His Highness Sri Sri Arnab Goswami has expressed his displeasure on the tweet made by BJP’s IT cell head Amit Malviya for announcing the Karnataka’s election dates before it was officially announced by the EC and even by himself.
Arnab, the lone warrior,who handles the three pillars of Indian democracy (fourth one being put to rest since the ruling party formed the government) and convicts or acquits the accused even faster than the fast track courts, said that no one till date has dared to exceed him in the terms of knowledge, logic and latest updates.
But this swift update by Amit Malviya has tarnished Arnab’s superboy image in this fast technology world. When Arnab rebuked Amit, the latter deleted his tweet as a mark of respect to him. It is reported that Amit is the first one from BJP to get a scolding from the master.
As per the sources, Arnab knows well before hand the results of the elections and has also personally invited the prospective CM for swearing-in ceremony in his studio. He is just waiting for the formal announcement from EC so that the institution doesn’t feel inferior about its position in the the election process.",MEDIA
CBSE fails to hold paper leak,"What is the sanctity of the examinations if the questions were leaked. Those students who failed to write quite perfectly in the prior examination would be surely lucky enough in a re-examination. It was a big jolt for the examinees of the Central Board of Secondary Examination to re-appear at the re-examinations of the leaked papers. As they were taking pleasure in the feel of coming close to the examination, the news of conducting re-exam for Class XII Economics and Class X Mathematics papers has sent a shock wave among them.
One class 12th examinee said that she never hoped that the re-examination blow would hit just at the fag end of the examination days. She even kept apart from the subject book after March 26. But what was now more stressful was fear of the hard paper in the re-examination. Side by side, the class 10th examinees were more surprised with this development. There was a look of agony on their faces as they suddenly learnt of the certainty of re-examination.They had never been as disturbed as they now appeared.
No need to be depressed, some confident examinees think as they have been waiting for the Board’s clear clarification on re-examination. Neither the dates have been announced nor has clarification on all-India re-exam come so far by the Board.
This is not the first time when the CBSE exam papers were leaked. The Business studies question paper was leaked in the year of 2006. Further, there was news of question paper leak of Class XII science and mathematics in the year 2011. Even there was news of class XII accountancy question paper leak which the Board later denied. The parents and students claimed of the paper leak of class X social studies and class XII biology, according to the Times of India reports.",MEDIA
Mumbai man prays for single buttock in next birth to enable him to sit comfortably as fourth passenger on seat meant for three in local train,"While most people pray for wealth, health, job and relationship, Hiren Desai had something which even the Gods would be shocked to hear. The 30 year old business man from Mira Road, who is a regularly commutes by local train, asked for a single buttock in his next birth in his prayers. The reason for this unique request was to enable him to sit as the fourth passenger on a local train seat meant for three.
Speaking to Faking News Hiren said, “I have been travelling by train since last ten years. And all the seats are already taken when I enter the compartment. Leaving me with that uncomfortable fourth seat, where one of my buttock in left hanging without support. By the end of the day I am left with one sore butt. So my only prayer to the almighty is to give me just one buttock.”
Hiren’s request struck a chord with many other passengers who have been braving heavy rush in local trains for all these years. A city based cosmetic surgeon even offered to surgically remove one of Hiren’s buttock free of charge. “Why wait for the next birth. I will help this man in this life itself,” said the doctor.
After this news went viral on social media, Railways Minister Piyush Goyal assured that he’d set up a special committee to study and find out a solution to this problem. The committee will be headed by a retired IIT professor and a report is expected to to tabled in a year.
TV personality Ekta Kapoor, moved by Hiren’s plight, will produce a TV show titled Agle Janam Mohe Ek Buttock Hi Dijo, that will revolve around local train travelers. Tusshar Kapoor will play the protagonist in the series.",MEDIA
Woman who shifted from Delhi to Mumbai gains 5kgs in 5 days after not having to run due to eve teasing,"Mumbai: As compared to Mumbai and Kolkata where citizens sharply react to any incident of molestation or eve-teasing, such reactions are totally lacking or missing on the part of citizens of Delhi who have a vital role to play in preventing harassment to the women traveling in the city. A live example has come to our notice yesterday.
A woman, who had shifted from Delhi to Mumbai a few days back due to work commitments found out that she had gained 5 kgs in 5 days without even changing any dietary habits or any weather conditions.
Priyanka Ranaut, who works for an MNC shifted to Mumbai 5 days back. And in those 5 days, she never ran away due to any eve teaser harassing her, which was quite common in Delhi. But that scenario had created havoc in her personal life. Gaining 5 kgs in 5 days, she doesn’t where will it all stop.
If the same situation continues, she might gain a lot of weight which will be fatal to health. Many Gyms across the city have sent her their brochure of losing weight in a 30-day challenge or cashback offers.
The Maharashtra government is using this news to boast about the good law and order situation in Mumbai and has promised that to deal with issues which priyanka had to face, the government will subsidize Gym expenditures every month for women.",MEDIA
