HEADING,BODY,CATEGORY
famili|6|creat|50|differ|whatsapp|group|discuss|specif|problem|face,bengaluru|gone|dai|indian|famili|sat|breakfast|tabl|discuss|anyth|without|specif|agenda|modern|social|media|famili|believ|discuss|challeng|face|specif|whatsapp|group|wonder|whatsapp|claim|user|spent|85|billion|hour|platform|last|three|month|on|famili|rajeev|gowda|famili|contribut|massiv|billion|hour|usag|famili|six|fifti|plu|activ|group|among|cannot|rememb|last|time|dinner|breakfast|togeth|matter|cannot|recollect|last|time|saw|younger|sunni|daughter|neeta|without|earphon|plugg|ear|said|rajeev|gowda|mr|gowda|add|state|voic|reach|yesterdai|need|towel|insid|bathroom|unlik|shout|like|unciviliz|person|post|request|three|whatsapp|famili|group|ramu|servant|came|handov|towel|thank|whatsapp|life|cool|us|though|rajeev|head|famili|sunni|charg|social|media|depart|famili|sunni|alwai|encourag|famili|member|creat|new|group|relev|peopl|sai|rakhe|relat|discuss|like|length|thread|color|rakhe|look|good|instagram|latest|fashion|neeta|creat|specif|group|discuss|sweet|neeta|plann|bui|market|kept|ramu|anoth|group|said|sunni|creat|mani|group|sunni|dadi|inact|user|social|media|platform|on|last|wish|leav|digit|world|want|see|everyon|togeth|dinner|tabl|sunni|tent|plann|date|fall|2019,SOCIALMEDIA
crimin|tri|escap|polic|van|said|actual|try|kiki|challeng,mumbai|kiki|challeng|inmyfeel|challeng|heard|live|rock|past|month|know|ongo|social|media|challeng|fondli|know|kiki|challeng|inmyfeel|challeng|social|media|websit|like|instagram|facebook|twitter|video|hashtag|kikichalleng|inmyfeelingschallenge|go|viral|video|see|crazi|peopl|jump|move|car|danc|drake|feel|song|car|move|peopl|us|excus|caught|act|shwetank|malik|crimin|mumbai|polic|eye|final|got|arrest|yesterdai|big|new|compar|new|tri|escap|polic|van|recaptur|told|polic|actual|try|kiki|challeng|shwetank|though|crimin|social|media|friendli|crimin|keep|updat|latest|buzz|challeng|social|media|soon|got|arrest|chai|ki|tapri|mumbai|shwetank|think|wai|escap|polic|van|like|bollywood|movi|handcuff|insid|van|pretti|loos|shwetank|abl|free|bodi|hold|jump|van|policemen|took|notic|arrest|shwetank|narrat|interest|kiki|challeng|want|excel|mumbai|policemen|known|generos|allow|make|small|video|kiki|challeng|upload|facebook|take|jail,SOCIALMEDIA
facebook|wall|arvind|kejriw|sc|verdict,check|fb|wall|victori|arvind|kejriw|suprem|court|verdict|uphold|power|delhi|cm,SOCIALMEDIA
meme|intern|yoga|dai,pic|1|dai|1|yoga|class|pic2|month,SOCIALMEDIA
restaur|mumbai|stai|close|2|hour|instagram|goe,young|peopl|around|world|highli|addict|instagram|india|number|rise|like|anyth|photo|base|platform|got|point|self|express|self|ident|also|associat|high|level|anxieti|depress|bulli|fomo|fear|miss|peopl|take|great|pleasur|post|pic|instagram|actual|forget|main|purpos|activ|come|place|e|g|eat|food|restaur|metro|like|mumbai|flood|call|food|blogger|order|exot|food|take|pic|go|restaur|without|even|singl|bite|shwetank|srivastava|on|instagram|addict|visit|exot|restaur|food|outlet|street|food|corner|differ|citi|love|food|pic|tri|take|pictur|possibl|angl|sometim|even|bother|custom|sitt|differ|tabl|usual|spend|30|40|min|click|good|pictur|food|goe|pai|bill|good|thing|restaur|serv|platter|custom|shwetank|even|bother|touch|food|on|stori|mani|thousand|mumbai|restaur|happi|instagram|custom|start|offer|discount|yesterdai|though|bad|dai|busi|instagram|went|2|hour|point|restaur|owner|keep|outlet|open|knew|90|custom|instagram|user|come|food|pic|regular|custom|stopp|go|restaur|frequent|us|go|past|even|instagram|start|ask|royalti|restaur|everi|custom|get,SOCIALMEDIA
five|gui|project|complain|time|die|come|forward|mentor|new|intern|girl,bengaluru|becom|increasingli|difficult|project|manag|lalit|tiwari|manag|experienc|engin|team|work|assign|howev|small|complain|load|bandwidth|take|anyth|lalit|senior|profession|us|brahmastra|men|men|test|know|load|engin|sent|on|email|ask|free|mentor|new|intern|girl|pooja|join|us|last|week|record|0|3|millisecond|got|respons|five|alwai|complain|sai|time|die|glad|know|team|member|read|email|mail|interest|like|on|repli|quickli|said|lalit|speak|us|lalit|plann|us|email|subject|next|on|month|team|member|read|respond|task|assign|said|alwai|thought|team|member|quick|react|move|near|cubicl|fulli|engross|surf|social|media|page|chatt|fb|messeng|switch|activ|window|complier|screen|lightn|fast|mode|show|work|five|techi|ask|lalit|fair|choos|on|fastest|finger|fast|mean|sent|email|first|check|admin|go|mail|server|log|timestamp|meantim|pooja|convei|lalit|need|mentor|gone|document|avail|project|webpag|clear|need|mentorship|readi|task|five|techi|check|upload|nice|document|project|page|teach|proper|lesson,SOCIALMEDIA
ola|driver|drive|car|lift|reach|exact|pick|locat|7th|floor|multi|storei|build,think|twice|pinn|pick|locat|next|time|us|ola|app|ola|driver|drove|cab|7th|floor|pick|custom|get|5|star|rate|return|manoj|resid|goregaon|frequent|ola|cab|user|shock|see|amount|custom|care|cab|driver|pradeep|thursdai|manoj|book|cab|go|offic|wait|2|min|notic|someon|rang|hous|bell|pradeep|panick|sweat|like|anyth|pradeep|wagon|r|got|stuck|build|lift|total|scare|manoj|got|frighten|even|forgot|updat|facebook|statu|wai|chhatrapati|shivaji|intern|airport|fake|new|report|spoke|manoj|next|dai|understand|incid|better|manoj|said|book|ola|airport|thursdai|almost|5|minut|got|call|pradeep|ask|sir|said|live|7th|floor|build|come|pinn|locat|give|miss|call|come|2|minut|heard|peopl|shout|car|horn|outsid|gate|door|bell|rang|wife|kuntal|open|door|scene|abomin|pradeep|right|outsid|gate|pick|let|step|floor|lift|car|similar|incid|happen|vashi|last|year|cab|driver|salman|name|chang|safeti|drove|footpath|sinc|pick|locat|show|footpath|palm|beach|road|driver|salman|even|apologet|act|said|sir|ye|mera|roz|ka|hai|traffic|policeman|ask|pai|penalti|manoj|driver|pradeep|complet|differ|view|point|pradeep|said|ye|sahaab|log|bada|mach|mach|karta|hai|pick|locat|pe|na|aao|3|star|dete|hai|pick|locat|pe|aao|toh|bhi|3|star|dete|hai|sahab|peopl|never|happi|reach|exact|pick|locat|give|poor|rate|reach|exact|pick|locat|still|give|poor|rate|want|5|star|son|love|incid|becam|popular|social|media|on|user|said|amazon|hire|peopl|ola|deliveri|boi|reach|exact|locat|anoth|user|quot|new|incid|said|on|take|job|serious,SOCIALMEDIA
gui|us|snapchat|2g|nominat|cid|gallantri|award,mondai|amaz|dai|mumbai|base|suyash|mehra|nominat|cid|gallantri|award|acp|pradyuman|team|suyash|done|small|feat|requir|great|courag|determin|suyash|nominat|award|audac|oper|us|snapchat|wait|2g|ye|gasp|new|todai|world|even|think|open|snapchat|anyth|less|4g|requir|valor|suyash|done|2g|got|hold|suyash|said|us|vodafon|4g|pai|rs|499|actual|us|vodafon|2g|price|4g|time|network|2g|2g|scam|new|recent|misconcept|clear|report|suyash|continu|anywai|snapchat|sinc|last|4|year|score|100|000|usual|oper|snapchat|night|network|better|night|night|achiev|feat|talk|girl|met|tinder|talk|whatsapp|tinder|snapchat|facebook|everywher|on|month|talk|daili|14|hour|final|agre|take|relationship|ahead|eat|dinner|sent|text|snapchat|ask|want|nude|at|last|bite|food|ran|toward|faster|flash|repli|ye|began|wait|exact|moment|suddenli|becam|famou|gui|earth|whole|world|start|call|send|messag|trivial|reason|even|previou|crush|ignor|whole|life|messag|facebook|tough|choic|repli|snapchat|prioriti|moment|cut|mani|call|ignor|messag|even|block|peopl|network|2g|thing|block|net|bandwidth|want|us|snapchat|uninstal|everi|applic|phone|except|snapchat|sent|pic|took|exactli|25|minut|load|snap|worth|smile|doubt|suyash|done|someth|even|think|quot|rightli|sai|fortun|favor|brave|braveri|enabl|suyash|achiev|happi|end,SOCIALMEDIA
restaur|launch|menu|instagram|worthi|food,new|delhi|unexpect|develop|upmarket|restaur|south|delhi|launch|separ|menu|food|on|order|purpos|take|pictur|post|instagram|food|come|real|charg|per|minut|basi|fake|new|sent|team|investig|said|balwind|bhalla|owner|eat|die|restaur|greater|kailash|ii|peopl|spend|30|40|minut|click|pictur|food|eat|yesterdai|coupl|order|hot|chocol|whipp|cream|first|click|pictur|hot|chocol|girl|held|cup|variou|posit|boi|click|pictur|boi|girl|click|pictur|took|multipl|selfi|cup|hot|chocol|becam|cold|time|final|almost|45|minut|take|first|sip|littl|bit|whipp|cream|got|stuck|girl|nose|found|funni|took|mani|pictur|zoom|us|thought|shall|final|drink|damn|hot|chocol|happen|took|on|sip|made|face|left|balwind|paus|take|breath|continu|ten|time|custom|complain|look|food|tast|final|decid|creat|separ|menu|food|item|look|beauti|made|plastic|on|eat|bring|revenu|real|food|charg|inr|100|per|minut|signatur|tiramisu|cake|ceram|replica|yet|alwai|sold|never|come|back|shelf|alwai|move|on|tabl|anoth|tell|pleas|mark|word|futur|restaur|busi|balwind|start|shake|violent|report|thought|stroke|felt|compel|duti|journalist|good|human|offer|take|hospit|fake|new|caught|tanuj|khosla|hous|expert|issu|balwind|idea|revolutionari|said|tanuj|add|red|chilli|pickl|mango|lassi|dai|cardin|sin|eat|anyth|without|inform|friend|famili|instagram|imagin|sad|lost|would|feel|sibl|girlfriend|lunch|idea|at|balwind|try|solv|big|social|problem|let|world|know|at|without|actual|eat|shall|save|peopl|calori|monei|think|balwind|award|nobl|prize|nobl|initi,SOCIALMEDIA
girl|sleep|dai|call|insomniac|awak|night,delhi|girl|priya|attempt|sound|cool|social|media|vow|keep|awak|everi|night|updat|facebook|wall|suggest|friend|cannot|sleep|night|repeatedli|call|insomniac|sever|facebook|post|comment|hint|find|difficult|sleep|night|investig|matter|reveal|although|priya|keep|awak|night|sleep|dai|amount|insomnia|priya|parent|took|psychologist|dr|singh|identifi|caus|sleepless|night|dr|singh|examin|conclud|condit|seriou|suffer|insomnia|attent|seek|disord|research|conduct|earlier|year|found|peopl|call|insomniac|social|media|attent|seeker|highest|level|follow|call|ugli|repeatedli|state|singl|dr|singh|report|also|warn|priya|reach|last|stage|attent|seek|report|visit|priya|home|dai|spott|sleep|parent|explain|crazi|like|comment|facebook|said|priya|thrive|air|water|food|attent|wake|remain|member|famili|sleep|wake|night|log|facebook|updat|status|like|omg|sleep|sleep|weak|error|404|sleep|found|etc|visit|priya|night|see|action|text|peopl|friend|list|explain|sleep|night|speak|us|explain|condit|cribb|wast|five|minut|talk|mani|friend|must|thought|took|nap|inact|five|minut|text|tell|internet|reinstat|faith|insomnia,SOCIALMEDIA
52|year|old|win|annual|whatsapp|competit|sent|record|45|good|morn|messag|on|minut,everi|year|whatsapp|forward|associ|india|organ|annual|whatsapp|competit|particip|call|variou|part|countri|competit|goe|2|dai|particip|showcas|variou|skill|send|light|fast|person|messag|group|messag|creat|group|forward|maximum|fake|new|etc|similar|case|year|annual|competit|held|mumbai|year|competit|52|year|old|mumbai|base|ramesh|mishra|creat|new|record|send|45|good|morn|messag|on|minut|interview|mr|mishra|win|delight|ramesh|sai|thank|kid|rel|win|possibl|element|net|practic|todai|final|match|prepar|competit|last|6|month|us|send|good|morn|good|afternoon|good|even|good|night|messag|37|peopl|contact|list|dai|on|dai|sent|suraj|son|whatsapp|forward|show|increas|height|6|feet|eat|home|made|spice|said|mr|mishra|identifi|new|fake|dedicat|competit|took|practic|next|level|dai|made|creat|forward|three|new|fake|start|master|art|fact|on|dai|neighbor|mr|sharma|danc|terrac|wear|polka|dot|underwear|fake|forward|told|want|turn|whatsapp|blue|whatsapp|add|ask|6|month|ago|whether|could|send|45|messag|on|minut|would|laugh|sent|home|made|recip|cure|mental|ill|whatsapp|sheer|dedic|practic|support|famili|member|well|rel|ex|rel|broke|relat|due|overload|messag|fake|new|abl|win|competit|hope|defend|titl|successfulli|next|year|also|plan|take|part|hike|competit|later|next|year|hope|would|easi|13|total|15|user|hike|take|part|mr|mishra|conclud|congratul|mr|mishra|stupend|win|wish|best|competit,SOCIALMEDIA
man|break|record|invit|500|peopl|hike|sai|number|peopl|invit|wedd,hike|messeng|recent|new|bizarr|yet|uniqu|strategi|appli|gain|user|hike|enabl|user|get|certain|amount|cash|store|call|hike|wallet|basic|process|follow|us|hike|invit|anyone|get|cash|reward|reward|go|rs|10|000|follow|rajdeep|sharma|delhi|resid|start|invit|mani|peopl|hike|stop|count|reach|till|500|doubl|number|peopl|invit|wedd|rajdeep|avail|phone|whatsapp|contact|hike|interview|interview|home|said|total|love|new|pai|user|invit|other|strategi|hike|adopt|accumulat|rs|15|000|hike|wallet|till|engin|profess|work|compani|put|bench|sinc|last|6|month|know|free|offic|hour|us|attend|wedd|happen|marriag|hall|next|offic|kill|time|justifi|free|food|at|us|join|bride|side|invit|welcom|guest|daili|routin|6|month|on|dai|got|messag|friend|sai|get|monei|invit|peopl|hike|gotten|accustom|invit|peopl|get|monei|earlier|got|food|add|took|challeng|invit|mani|peopl|let|know|invit|around|200|peopl|wedd|2|dai|ago|hike|invit|count|went|500|ask|go|util|amount|hike|wallet|said|present|mani|thing|shop|us|hike|monei|like|paytm|recharg|order|like|2|3|thing|us|hike|wallet|soon|hike|go|add|option|time|plan|invit|whole|citi|hike|add|like|enthusiasm|spirit|rajdeep|wish|best|task|receiv|messag|phone|ask|join|hike|know|mai,SOCIALMEDIA
dad|teach|kid|share|food|other|kid|share|food|instagram,parent|world|want|kid|learn|import|share|often|teach|kid|share|care|howev|sometim|backfir|lead|someth|els|like|happen|colaba|resid|sanjai|singhania|sanjai|ceo|50|million|compani|thought|teach|son|aryan|share|food|other|make|kind|humbl|sinc|todai|kid|technolog|advanc|aryan|took|interpret|father|teach|share|food|other|instagram|got|hold|sanjai|3500|squar|feet|colaba|home|said|done|everyth|kid|parent|earth|would|aryan|born|kokilaben|hospit|brought|home|built|custom|made|armani|cradl|bought|cloth|zara|van|heusen|turn|10|gave|first|iphon|know|provid|plethora|facil|privileg|would|turn|mechan|digit|robot|becom|immers|gadget|social|media|onlin|18|hour|dai|mind|12|last|night|told|alwai|humbl|help|toward|other|share|food|other|todai|morn|came|runn|sai|share|food|3500|peopl|first|happi|son|learn|good|human|realis|3500|peopl|meant|instagram|follow|facepalm|imagin|12|year|old|kid|3500|follow|kid|even|mani|peopl|villag|last|week|show|report|card|rather|tagg|photo|report|card|facebook|dai|told|matern|uncl|paytm|monei|rather|hand|shagun|todai|instagram|thing|dai|far|leav|room|talk|us|via|skype|add|meanwhil|sanjai|got|skype|call|kid|aryan|ask|sanjai|show|feet|take|bless|exam|next|dai|sanjai|furious|left|hall|march|toward|aryan|room|end|interview,SOCIALMEDIA
youtub|kid|sai|subscrib|first|word|instead|mom|dad,unbeliev|dai|youtub|stand|comedian|manan|fin|2|year|old|kid|utter|first|word|incid|new|worthi|first|word|kid|mom|dad|word|subscrib|howev|bizarr|mai|sound|true|interview|manan|ecstat|manan|said|begin|interview|subscrib|channel|sinc|on|made|everyon|subscrib|channel|continu|interview|youtub|almost|8|year|back|on|idea|youtub|start|post|random|video|youtub|boom|happen|video|gain|traction|view|video|time|fall|roof|hous|second|view|video|gett|kick|nut|chimpanze|zoo|visit|chicago|second|video|gett|famou|realiz|natur|trait|make|peopl|laugh|got|know|comment|mostli|read|lol|rofl|deserv|also|engin|first|obvious|decid|go|mba|2014|start|stand|thing|talk|town|decid|go|stand|got|marri|soon|babi|wife|us|bring|kid|show|video|edit|end|everi|show|video|us|tell|audienc|viewer|subscrib|channel|us|sai|subscrib|start|make|random|peopl|autowaala|sabjiwala|even|rel|spoken|decad|subscrib|channel|although|face|resist|verbal|well|physical|form|increas|subscrib|base|worth|add|2|dai|ago|wife|notic|kid|try|sai|someth|left|shoot|midwai|came|home|runn|enter|room|kid|utter|subscrib|sai|teari|ei|manan|happi|alwai|want|kid|becom|youtub|stand|comedian|happi|start|prepar|soon|truli|amaz|happi|manan|fin|subscrib|channel|subscrib|todai|promis|us|sai|show|us|video|interview,SOCIALMEDIA
instagram|due|mainten|food|blogger|lose|employment,fridai|normal|dai|food|blogger|instagram|popular|social|media|platform|allow|user|eat|food|upload|pictur|delicaci|five|hour|due|mainten|panic|quickli|spread|across|food|blogger|commun|render|jobless|munch|food|without|upload|pictur|ow|non|function|instagram|mani|food|blogger|remain|adam|eat|food|portal|resum|oper|restauranteur|slack|period|instagram|went|mani|place|custom|walk|restaur|order|food|result|loss|manag|custom|also|us|free|wifi|avail|restaur|check|instagram|start|work|could|resum|post|food|pictur|starv|death|tabl|order|food|portal|even|tri|tempt|bring|lip|smack|food|near|face|avail|said|caf|owner|delhi|investig|reveal|food|blogg|industri|hit|shutdown|sever|independ|incid|peopl|identifi|fashion|blogger|model|us|fashionblogg|selfi|also|forc|stop|artwork|follow|get|know|wear|fridai|wonder|would|worn|without|proper|guidanc|said|self|claim|fashion|blogger|south|delhi|technician|instagram|field|dai|portal|crash|girl|post|selfi|98|hashtag|visit|instagram|headquart|aggriev|technician|said|suppos|model|south|delhi|post|multipl|hashtag|on|selfi|result|crash|websit|upgrad|system|especi|girl|south|delhi|south|bombai|fiasco|repeat,SOCIALMEDIA
survei|sai|90|youngster|us|festiv|excus|messag|crush|ex,survei|conduct|student|california|univers|gopalchand|deem|univers|suggest|major|youngster|us|festiv|greet|excus|either|break|ic|initi|talk|crush|ex|respect|india|land|festiv|on|reason|india|ideolog|vasudev|kutumbakam|rel|keep|come|stai|togeth|make|whole|world|on|home|festiv|bring|rel|also|bring|smile|peopl|face|variou|reason|peopl|wait|special|festiv|whole|year|time|chang|peopl|wait|festiv|person|reason|shopkeep|shopp|websit|anyone|wait|eagerli|festiv|peopl|want|reconnect|ex|recent|survei|conduct|diwali|confirm|peopl|wait|festiv|order|talk|crush|ex|raghu|chandra|chang|name|bengaluru|said|girlfriend|talk|term|sinc|3|month|diwali|came|sent|diwali|forward|respond|laugh|start|talk|thank|diwali|manoj|malhotra|delhi|confirm|said|engin|love|colleagu|anshita|name|chang|sinc|mani|year|though|never|muster|courag|tell|never|repli|engin|wai|get|repli|wish|diwali|new|year|holi|birthdai|gett|wish|birthdai|manoj|desper|get|repli|anshita|high|mistakenli|wish|happi|muhrram|block|manoj|whatsapp|told|friend|ashwin|surpris|todai|world|artifici|intellig|peopl|still|want|repli|human|be|must|show|gratitud|part|beauti|cultur|india|allow|us|messag|near|dear|on|everi|dai,SOCIALMEDIA
man|angri|nobodi|target|social|media|us|onlin|privat|data,mumbai|local|man|becom|angri|frustrat|ignor|social|media|polit|parti|ad|compani|kuldip|patel|29|told|report|anger|put|everyth|person|facebook|account|public|wait|get|target|polit|parti|polit|parti|target|bad|kuldip|softwar|person|continu|know|facebook|cambridg|analytica|scandal|month|sinc|public|definit|know|polit|parti|target|facebook|user|onlin|world|polit|parti|target|done|get|shunn|onlin|wait|get|target|new|feed|facebook|feed|frustrat|local|resid|add|friend|mine|suggest|put|everyth|facebook|account|even|add|screenshot|googl|search|term|facebook|done|thing|twitter|also|polit|parti|left|right|spectrum|ignor|feel|less|gett|ad|onlin|retail|food|cloth|hotel|almost|tear|kuldip|ask|report|happen|almost|like|ghost|everyon|onlin|even|though|data|publicli|avail|onlin|wait|target|congress|bjp|flipcart|amazon|myntra|democrat|parti|republican|parti|labour|parti|mani|other|ignor|kuldip|also|share|facebook|twitter|instagram|skype|account|handl|along|app|detail|report|publish,SOCIALMEDIA
social|media|correct|grammar,rajat|anand|rishi|kapoor|relat|fan|actor|advoc|anoth|celebr|mistak|point|actor|perform|veteran|actor|indicat|poor|linguist|skill|eye|innoc|bewild|mindset|react|hatr|reaction|lawyer|write|someth|admir|actor|adept|perform|film|mulk|veteran|actor|condemn|poor|linguist|skill|simpl|stori|began|end|abomin|social|media|like|facebook|twitter|genuin|consid|apt|site|upgrad|skill|english|languag|hasti|decis|never|good|platform|us|expand|reach|user|written|word|whatev|form|putt|platform|bare|focuss|sens|soul|type|word|fan|languag|incomprehens|actor|sentenc|also|mark|social|site|obvious|bother|grammat|structur|sentenc|instantli|refin|actor|appear|read|line|sought|attent|particular|fan|toward|poor|english|grammar|spell|lingo|even|went|sai|grasp|express|word|even|suggest|fan|brush|linguist|dexter|instead|excit|appreci|show|gratitud|fan|elderli|actor|turn|subject|toward|differ|angl|actor|wholli|think|appreciat|ardent|fan|sincer|prais|perform|film|critic|disapprov|made|fame|actor|bear|twitter|user|rage|larger|extent,SOCIALMEDIA
gui|divorc|wife|wish|birthdai|later|find|wish|facebook,ramesh|specialist|mnc|hyderabad|marri|swapna|compani|two|year|back|ramesh|big|social|media|gui|us|wish|wife|word|mouth|birthdai|expect|hand|swapna|social|media|love|husband|much|habitu|wish|facebook|forgot|wish|directli|built|conflict|lead|divorc|divorc|ramesh|came|see|post|facebook|sai|much|love|decid|keep|updat|howev|report|suggest|first|time|swapna|wish|someon|facebook|last|mother|dai|express|love|mom|facebook|post|unfortun|mom|account|keep|mind|misunderstand|govern|suggest|peopl|express|mann|ki|baat|directli|rather|social|media,SOCIALMEDIA
chief|everyon|secret|mark|zuckerberg|updat|statu|feel|hope|receiv|close|letter,week|facebook|cambridg|analyt|fiasco|suddenli|mark|zuckerberg|chang|statu|guilti|feel|hope|energet|wave|happi|spread|across|fb|offic|except|univers|topper|friend|googl|busi|guess|reason|behind|happi|upon|ask|fakingnew|report|sad|on|voic|said|react|per|common|phenomena|human|behavior|chang|left|new|report|media|hous|perplex|includ|arnab|goswami|soon|import|break|new|arnab|clarifi|neither|remov|adject|fill|alleg|stopp|flash|tweeter|feed|brobdingnagian|data|leak|photo|video|apertur|time|arnab|sadli|mention|gett|queri|ask|mean|written|word|like|share|tweet|reaction|post|utiliz|platform|advis|viewer|search|mean|word|yet|publish|oxford|dictionari|side|mark|jump|excit|first|ever|receiv|close|letter|close|friend|mark|condit|spread|name|like|never|agre|speak|report|said|mark|happi|close|letter|idea|think|chang|life|without|even|insist|friend|said|letter|come|dinesh|lal|bihar|moment|new|channel|heard|sourc|locat|bihar|unanim|raveesh|kumar|name|got|fix|report|mdtv|head|proudli|said|biswa|rakhiye|humar|raveesh|ka|bihar|databas|aadharcard|ke|databas|se|jayda|bda|hai|time|raveesh|kumar|took|diari|start|call|113|dinesh|lal|list|diari|dinesh|lal|record|except|on|born|last|month|suddenli|stopp|50th|number|shout|yhi|hai|close|letter|wala|dineshwaaa|upon|ask|confid|repli|jio|ke|free|zaman|idea|ka|caller|tune|lagan|wala|aur|koi|nhi|idea|dene|wala|hi|hai|raveesh|took|shortest|rout|appear|front|dinesh|lal|report|look|inquisit|high|fundoo|word|high|profil|log|surpris|villag|peopl|jealou|rel|friend|proud|fatherof|dinesh|raveesh|ask|voic|anger|surpris|dineshwa|aisa|ka|likh|ke|band|letter|bhej|di|dinesh|respond|confid|voic|displai|true|inspir|mobil|network|said|raveesh|bhaiya|humara|letter|band|zarur|tha|lekin|idea|bilkul|khula|diye|hain|share|kar|dijiyega|sara|data|mark|bhai|kitab|aur|chehr|khule|hi|hone|chahiye|social|media|behemoth|agre|consid|dinesh|lal|idea|leak|data|confirm|board|director|fb|mark|updat|statu|photo|ganga|maiya|ki|kasam|sb|leak|kar|deng|updat|selfi|dinesh|suit|shirt|fb|displai|gratitud|mark|add|thank|dinesh|bhai|locat|tejpur|bihar,SOCIALMEDIA
get|famou|bakwaa|youtub|program,recent|success|mani|video|ordinari|peopl|creat|youtub|launch|train|program|accord|youtub|un|offici|seriou|statement|teach|student|creat|unusu|world|funni|video|content|fake|thing|peopl|lot|time|talent|dai|special|social|media|entertain|mobil|phone|give|space|creat|watch|personaliz|bakwaa|content|without|anyone|notic|million|peopl|search|bakwaa|content|on|creat|on|stop|chanc|gett|famou|hit|social|media|depend|much|bakwaa|anil|colleg|student|gurgaon|studi|hard|get|qualifi|competit|exam|kick|start|career|howev|parent|start|realiz|instead|wast|time|studi|enrol|program|success|person|on|creat|huge|fan|follow|social|media|whose|tweet|post|video|follow|million|peopl|dai|on|also|earn|good|amount|bakwaa|got|huge|fan|follow|ravi|anoth|student|class|xii|delhi|excit|new|sai|studi|meant|want|someth|differ|lot|bakwaa|friend|sai|often|try|convinc|parent|get|enrol|wish|good|luck|wait|wast|time|read|genuin|new|best|bakwaa|luck|gui,SOCIALMEDIA
girl|answer|quora|height|indian|hypocrisi|turn|big|hypocrite,rita|work|tc|like|lakh|other|bench|last|2|year|work|pass|time|internet|us|facebook|quora|instagram|thousand|on|dai|decid|write|quora|complet|forget|type|rita|boyfriend|friend|answer|popular|question|height|indian|hypocrisi|write|variou|comment|peopl|judg|girl|basi|cloth|drink|habit|answer|receiv|380|view|25|vote|top|world|felt|like|propos|25|forgot|colleagu|workless|saw|answer|got|jealou|answer|never|even|cross|100|view|on|colleagu|bench|3|5|year|decid|research|rita|found|shock|rita|never|ever|thought|answer|chang|entir|life|us|qoura|write|answer|forget|past|facebook|call|girl|slut|bikini|photoshoot|stop|told|parent|cousin|boyfriend|goe|parti|cousin|also|work|tc|gurgaon|actual|work|colleagu|post|comment|section|whole|india|gather|bash|wait|someth|like|happen|could|answer|second|popular|question|quora|problem|indian|turn|big|hypocrite|flood|comment|forc|quora|blacklist|account|eventu|try|find|real|job,SOCIALMEDIA
kerala|wink|girl|footbal|match,earlier|28|second|film|clip|priya|prakash|varrier|18|year|old|student|fame|vimala|colleg|thrissur|kerala|state|turn|mania|on|remain|gripp|presenc|sachin|tendulkar|super|indian|leagu|footbal|match|chennaiyin|fc|kerala|blaster|present|along|oru|adaar|love|co|star|roshan|abdul|rauf|seat|right|behind|indian|cricket|post|pictur|twitter|sent|fan|jolli|without|wait|anyth|kept|gaze|wink|girl|made|eye|movement|equal|bodili|danc|style|made|viewer|excit|well|uneasi|definit|chemistri|co|star|least|awar|impend|tension|would|take|place|wink|held|gaze|smile|slightli|eye|look|sachin|tendulkar|yellow|shirt|jacket|ampl|amount|glint|eye|viewer|could|help|wonder|hundredth|time|cute|glanc|meant|flirtati|accept|particular|classic|danc|help|make|wink|invari|big|object|wink|mischiev|smile|video|dominat|social|media|posit|appear|fill|young|student|brain|cutest|idea|attain|masteri|flirt|conduct|rather|learn|good|method|stare|wink|facial|express|gave|immor|look|sever|thought|person|oppos|unaccept|part|movi|particular|point|could|wholli|reject|video|gather|insignific|back|mere|imbalanc|judici|lot|dissent|rant|school|dress|portrayal|also|appreciat,SOCIALMEDIA
ludo|king|becom|best|date|app|plai|store,pune|popular|indian|app|ludo|king|recent|topp|chart|best|date|app|categori|googl|plai|store|defeat|tinder|ludo|king|becom|king|heart|girl|date|app|peopl|perceiv|game|realli|simpl|trap|absolut|free|cost|90|kid|nostalg|memori|game|creator|made|us|point|make|sure|user|get|mate|valentin|dai|come|closer|peopl|download|app|hope|mate|spend|week|instruct|game|realli|simpl|need|send|crush|invit|plai|game|due|nostalg|natur|game|crush|choic|accept|invit|next|step|realli|import|win|game|defeat|crush|text|well|plai|stop|text|crush|abl|accept|defeat|keep|text|rematch|take|crush|drink|name|rematch|make|sure|win|initi|match|spend|enough|time|togeth|ask|crush|answer|ye|tweet|on|user|crush|girl|almost|5|year|never|repli|text|on|dai|decid|send|ludo|king|invit|immedi|accept|plai|game|chose|pink|color|chose|blue|show|merci|kill|goli|game|text|want|rematch|want|keep|plai|app|suggest|declin|went|crazi|kept|text|dai|night|two|dai|accept|rematch|return|coffe|date|agre|went|similar|date|coupl|time|becam|coupl|thank|ludo|king|give|gf|watch|overnight|success|app|big|player|like|facebook|tinder|offer|huge|amount|creator|acquir|app|ex|singl|launda|creator|assur|accept|offer|app|remain|free|cost,SOCIALMEDIA
